Place of Interest,Type of place,Place address,BiciMAD station,Station locaiton,Available bikes
Árbol de la Vida,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Eolos,Monuments,PARQUE JUAN CARLOS I 1,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Espacio México,Monuments,PARQUE JUAN CARLOS I 1,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fisicromía para Madrid,Monuments,PARQUE JUAN CARLOS I 1,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Manolona Opus 397,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Don Juan de Borbón,Monuments,Gta Su Alteza Real Don Juan de Borbón y Battemberg ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Monumento a la Paz,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Viga,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Canal del parque Juan Carlos I,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Cuatro Ríos,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque plaza del Recibimiento,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque I Campo de las Naciones,Monuments,"Avda Capital de España, Madrid ",230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque II Campo de las Naciones,Monuments,"Avda Capital de España, Madrid ",230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque III Campo de las Naciones,Monuments,"Avda Capital de España, Madrid ",230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque jardín Judío,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque norte del parque Juan Carlos I,Monuments,PARQUE JUAN CARLOS I 1,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque paseo Central,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanque sur del parque Juan Carlos I,Monuments,PARQUE JUAN CARLOS I 1,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente cibernética D. Juan de Bórbón,Monuments,Gta Su Alteza Real Don Juan de Borbón y Battemberg ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente de mármol del jardín de las Tres Culturas,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Albercas-acequias del Jardín Islámico,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Lámina de agua en cascada,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Nubes Cromáticas,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Estanques-graderíos,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Parque Juan Carlos I,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Columnata del claustro,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Pilastras hitos plaza Recibimiento,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Pórtico principal,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Melvin Jones,Monuments,"Avda Capital de España, Madrid ",230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente del Liceo,Monuments,Pza Liceo ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Encuentros,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Puerta Huerta de la Salud,Monuments,C Mar de las Antillas 6,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente en la calle Condesa de Venadito,Monuments,C Condesa de Venadito 11,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente Sandro Pertini,Monuments,Gta Sandro Pertini ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Escultura en la plaza Santos de la Humosa,Monuments,Plaza Santos de la Humosa ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente de la glorieta de Luxemburgo,Monuments,Gta Luxemburgo ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente en la glorieta de Hamburgo,Monuments,Gta Hamburgo ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente plaza José María Escrivá de Balaguer,Monuments,Pza José María Escrivá de Balaguer ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Vela,Monuments,C Ribera del Sena ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente Sena I,Monuments,C Ribera del Sena ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente Sena II,Monuments,C Ribera del Sena ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Monolito calle Baterías,Monuments,CALLE BATERIAS 9,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Fuente en la calle Batería,Monuments,CALLE BATERIAS 9,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
A las víctimas del Holocausto,Monuments,JARDIN TRES CULTURAS ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Resto escultóricos y arquitectónicos,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Foro-patio del parque Clara Eugenia,Monuments, ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Escultura abstracta del Edificio BBVA,Monuments,Vía Los Poblados s/n,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Villa Rotonda,Monuments,C Aconcagua ,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32,13
Nuestra Señora de los Desamparados,Monuments,Pza Pinazo 9,235 - Embajadores 191,Calle Sodio nº 1B,11
Colegiales,Monuments,Pza Pinazo 7,235 - Embajadores 191,Calle Sodio nº 1B,11
Paloma de la Paz,Monuments,Pza Paloma de la Paz 1,235 - Embajadores 191,Calle Sodio nº 1B,11
Estanque C. Cultural S. Cristóbal,Monuments,Pza Pinazo 9,235 - Embajadores 191,Calle Sodio nº 1B,11
Estanque Dehesa Boyal,Monuments,PARQUE DEHESA BOYAL ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente de la Capona,Monuments,C Fuente de la Capona ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente del parque de El Espinillo,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Centro Cultural San Cristóbal de los Ángeles,Monuments,Pza Pinazo 9,235 - Embajadores 191,Calle Sodio nº 1B,11
Enrique Tierno Galván,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Restos de fábrica de ladrillos Norah,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Homenaje a Pío Baroja,Monuments,Avda Andalucía ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente en la plaza Chozas de Canales,Monuments,Pza Chozas de Canales ,235 - Embajadores 191,Calle Sodio nº 1B,11
Ruinas parque del Espinillo,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente en la avenida de la Felicidad,Monuments,Avda Felicidad ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente Pilar Lorengar,Monuments,C Pilar Lorengar 19,235 - Embajadores 191,Calle Sodio nº 1B,11
Pérgola parque del Manzanares,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Estanque grande parque del Manzanares,Monuments,CALLE EMBAJADORES 320,235 - Embajadores 191,Calle Sodio nº 1B,11
La Dama del Manzanares,Monuments,CALLE EMBAJADORES 320,235 - Embajadores 191,Calle Sodio nº 1B,11
Estanque cuadrado del parque del Manzanares,Monuments,CALLE EMBAJADORES 320,235 - Embajadores 191,Calle Sodio nº 1B,11
Monolito del parque del Manzanares,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Anfiteatro del parque del Manzanares,Monuments,Cmno Perales s/n,235 - Embajadores 191,Calle Sodio nº 1B,11
Enrique Tierno Galván,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente baja del parque Enrique Tierno Galván,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente con canal del parque Enrique Tierno Galván I,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Pérgolas del parque Enrique Tierno Galván,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Auditorio del parque Enrique Tierno Galván,Monuments,PARQUE ENRIQUE TIERNO GALVAN ,235 - Embajadores 191,Calle Sodio nº 1B,11
Vagón-plataforma de tren,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente con canal  del parque Enrique Tierno Galván II,Monuments, ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuentes rectangulares de la Gran Vía de Villaverde,Monuments,C Gran Vía de Villaverde ,235 - Embajadores 191,Calle Sodio nº 1B,11
Pérgolas Gran Vía Villaverde,Monuments,C Gran Vía de Villaverde ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuentes con surtidores en la Gran Vía de Villaverde,Monuments,C Gran Vía de Villaverde ,235 - Embajadores 191,Calle Sodio nº 1B,11
Fuente ornamental Godella,Monuments,C Godella 64,235 - Embajadores 191,Calle Sodio nº 1B,11
Jardines Manuel González Carmona,Monuments,C Villafuerte ,235 - Embajadores 191,Calle Sodio nº 1B,11
Obeliscos octogonales Av Andalucía,Monuments,Avda Andalucía ,235 - Embajadores 191,Calle Sodio nº 1B,11
Paso peatonal Puerta Sur,Monuments,C Párroco Eusebio Cuenca ,235 - Embajadores 191,Calle Sodio nº 1B,11
Monumento 6 Gran Vía Villaverde Letras,Monuments,C Gran Vía de Villaverde ,235 - Embajadores 191,Calle Sodio nº 1B,11
Monumento 4 Gran Vía Villaverde,Monuments,C Gran Vía de Villaverde ,235 - Embajadores 191,Calle Sodio nº 1B,11
Leones del Congreso de los Diputados,Monuments,Pza Cortes 1,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Miguel de Cervantes,Monuments,Pza Cortes ,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Neptuno,Monuments,Pza Cánovas del Castillo ,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Azorín,Monuments,C Zorrilla 21,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Federico de Madrazo,Monuments,C Los Madrazo 24,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Fundación de la Sociedad General Autores de España (SGAE),Monuments,Ctra Fernanflor 10,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Cátedra de taquigrafía española,Monuments,C Marqués de Cubas 15,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Ricardo de la Vega,Monuments,Ctra Fernanflor 8,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Ferenc Liszt,Monuments,PLAZA CORTES 6,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Fuentes neoclásicas en el Paseo del Prado,Monuments,Pº Prado 4,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Valle-Inclán. Presidente Ateneo,Monuments,C Santa Catalina 10,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,10
Relieve Museo de Carruajes II,Monuments, ,167 - Segovia 45,Calle Segovia nº 45,18
Relieve Museo de Carruajes I,Monuments, ,167 - Segovia 45,Calle Segovia nº 45,18
Estanque para patos de los jardines del Campo del Moro,Monuments, ,167 - Segovia 45,Calle Segovia nº 45,18
Fuente pilón Campo del Moro,Monuments,PASEO BAJO DE LA VIRGEN DEL PUERTO 1,167 - Segovia 45,Calle Segovia nº 45,18
Fuentes gemelas de los jardines del Campo del Moro,Monuments, ,167 - Segovia 45,Calle Segovia nº 45,18
Azorín,Monuments,Gta Azorín ,167 - Segovia 45,Calle Segovia nº 45,18
Luigi Boccherini,Monuments,Gta Boccherini ,167 - Segovia 45,Calle Segovia nº 45,18
Fuentes gemelas de la glorieta Boccherini,Monuments,GLORIETA BOCCHERINI ,167 - Segovia 45,Calle Segovia nº 45,18
Ramón Gómez de la Serna,Monuments,Pza Gabriel Miró ,167 - Segovia 45,Calle Segovia nº 45,18
Parque de Atenas,Monuments,PASEO CIUDAD DE PLASENCIA ,167 - Segovia 45,Calle Segovia nº 45,18
Galería mirador,Monuments,Pza Gabriel Miró ,167 - Segovia 45,Calle Segovia nº 45,18
Estanque Atenas,Monuments,PARQUE ATENAS ,167 - Segovia 45,Calle Segovia nº 45,18
Fuentes Lavadero de los jardines de la Virgen del Puerto,Monuments,Pº Ermita de la Virgen del Puerto ,167 - Segovia 45,Calle Segovia nº 45,18
José Antonio Primo de Rivera,Monuments,C Génova 24,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Herón,Monuments,PLAZA COLON 2,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Fuente de la antigua Embajada Británica,Monuments,CALLE FERNANDO EL SANTO 16,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Bárbara de Braganza,Monuments,Pza Villa de París ,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Fernando VI,Monuments,Pza Villa de París ,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Carlos Arniches,Monuments,CALLE MONTE ESQUINZA 1,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Mujer con Espejo,Monuments,PLAZA COLON 1,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,8
Castilla,Monuments,CALLE CASTELLO 77,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,10
Lugar de Encuentros I,Monuments,C Castelló 77,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,10
Órgano,Monuments,C Castelló 77,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,10
Almudena,Monuments,C Castelló 77,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,10
Juan Ramón Jiménez,Monuments,C Padilla 38,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,10
Décollage naval,Monuments,C Marqués de Villamagna ,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4,0
La Fuente y el Río,Monuments,C Serrano ,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4,0
Camilo José Cela,Monuments,C Claudio Coello 91,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4,0
Concesa de la Maza,Monuments,C Claudio Coello 88,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4,0
Francisco Navarro Ledesma,Monuments,C Serrano 72,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4,0
Esfinges,Monuments,C Serrano 13,95 - Villanueva,Calle Claudio Coello nº 109,5
General Ibáñez de Ibero,Monuments,CALLE JORGE JUAN 8,95 - Villanueva,Calle Claudio Coello nº 109,5
Manuel del Palacio,Monuments,C Claudio Coello 22,95 - Villanueva,Calle Claudio Coello nº 109,5
Callejón de Jorge Juan,Monuments,C Jorge Juan 14,95 - Villanueva,Calle Claudio Coello nº 109,5
Toreros de la Beneficencia,Monuments,CALLE ALCALA 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
Antonio Bienvenida,Monuments,C Alcalá 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
Manuel Rodríguez (Manolete),Monuments,CALLE ALCALA 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
Antonio Bienvenida,Monuments,C Alcalá 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
Doctor Fleming,Monuments,CALLE ALCALA 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
José Cubero (Yiyo),Monuments,CALLE ALCALA 231,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
El Encierro,Monuments,C Julio Camba ,187 - Alcalá-Ventas,Calle Alejandro González nº 1,4
Atletas,Monuments,CALLE SERRANO 127,250 - Serrano 113,Calle Serrano nº 113B,8
Estanque rectangular C.S.I.C.,Monuments,CALLE SERRANO 117,250 - Serrano 113,Calle Serrano nº 113B,8
Instituto Científico Weizmann,Monuments,CALLE SERRANO 117,250 - Serrano 113,Calle Serrano nº 113B,8
Pedro de Valdivia,Monuments,CALLE PEDRO DE VALDIVIA 24,250 - Serrano 113,Calle Serrano nº 113B,8
El Balancín,Monuments,CALLE PUERTO RICO 22,160 - Colombia,Calle Colombia nº 7,6
Juan de la Cosa,Monuments,PLAZA JUAN DE LA COSSA ,160 - Colombia,Calle Colombia nº 7,6
Familia,Monuments, ,160 - Colombia,Calle Colombia nº 7,6
Pareja Feliz,Monuments,C Arturo Soria 214,160 - Colombia,Calle Colombia nº 7,6
Reposo,Monuments,C Arturo Soria 208,160 - Colombia,Calle Colombia nº 7,6
Torso de Arquero,Monuments,C Arturo Soria 206,160 - Colombia,Calle Colombia nº 7,6
Estanque Arturo Soria IV,Monuments,C Arturo Soria 176,160 - Colombia,Calle Colombia nº 7,6
Columnas ornamentales en el jardín del palacete Villa Rosa,Monuments, ,160 - Colombia,Calle Colombia nº 7,6
Fuente Pilar Miró,Monuments,Gta Pilar Miró ,160 - Colombia,Calle Colombia nº 7,6
Rehabilitación jardines de la J. M. Hortaleza,Monuments,Ctra Canillas 2,160 - Colombia,Calle Colombia nº 7,6
Monumento Junta Municipal de Hortaleza,Monuments,Ctra Canillas 2,160 - Colombia,Calle Colombia nº 7,6
Torso,Monuments,ESTACION DE METRO CHAMARTIN ,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Ola a Ritmo de Txalaparta,Monuments,ESTACION DE METRO CHAMARTIN ,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Caídos de Chamartin de la Rosa,Monuments,PLAZA DUQUE DE PASTRANA 1,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
El Niño,Monuments,CALLE MAURICIO LEGENDRE 36,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Estanque Arturo Soria VII,Monuments,C Arturo Soria 308,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Doble ancla,Monuments,C Alicún 9,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Fuente en la calle Arturo Soria y avenida de San Luis,Monuments,C Arturo Soria 310,252 - Chamartín,Calle Rodríguez Jaén nº 40,7
Haciendo futuro,Monuments,CALLE PRINCIPE DE VERGARA 156,147 - Doctor Arce 45,Avenida del Doctor Arce nº 45,1
Julián Besteiro,Monuments,AVENIDA DOCTOR ARCE 31,147 - Doctor Arce 45,Avenida del Doctor Arce nº 45,1
Llama del Perú,Monuments,PASEO CASTELLANA 140,149 - Paseo de la Habana 42,Paseo de la Habana nº 42,5
Iglesia Sagrados Corazones,Monuments,PLAZA SAGRADOS CORAZONES 1,149 - Paseo de la Habana 42,Paseo de la Habana nº 42,5
Francisco Pizarro,Monuments,PASEO CASTELLANA 140,149 - Paseo de la Habana 42,Paseo de la Habana nº 42,5
Jose Martí,Monuments,PASEO LA HABANA 9,149 - Paseo de la Habana 42,Paseo de la Habana nº 42,5
Padre Damián,Monuments,CALLE PADRE DAMIAN 2,159 - Paseo de la Habana 63,Paseo de la Habana nº 63,11
Estanque circular Centro Médico 'La Fraternidad',Monuments,PASEO LA HABANA 83,159 - Paseo de la Habana 63,Paseo de la Habana nº 63,11
Fuente de La Fraternidad,Monuments,PASEO LA HABANA 83,159 - Paseo de la Habana 63,Paseo de la Habana nº 63,11
Sagrada Familia,Monuments,PLAZA MADRE MOLAS 2,255 - López Pozas,Calle General López Pozas nº 2,5
"Agricultor, agricultura y progreso",Monuments,PASEO CASTELLANA 101,153 - General Perón con Poeta Joan Maragall,Avenida del General Perón frente al nº 36,0
Pablo Picasso,Monuments,PLAZA PABLO RUIZ PICASSO 1,153 - General Perón con Poeta Joan Maragall,Avenida del General Perón frente al nº 36,0
Duquesa de la Victoria,Monuments,AVENIDA REINA VICTORIA 24,204 - Cuatro Caminos 2,Calle Doctor Santero nº 1,1
Equilibrio horizontal móvil,Monuments,CALLE CAPITAN HAYA 41,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Escultura abstracta en la calle Capitán Haya,Monuments,CALLE CAPITAN HAYA 41,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Escultura modular inoxidable en la calle Orense,Monuments,CALLE ORENSE 58,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Escultura trípode Cuzco,Monuments,PASEO CASTELLANA 143,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Escultura Paraboloide Cuzco,Monuments,Pº Castellana 147,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Escultura Caja Laboral,Monuments,PASEO CASTELLANA 167,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Lámina de agua con Escultura,Monuments,CALLE FRANCISCO GERVAS 10,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Estanque y cascada Cuzco,Monuments,Pº Castellana 149,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Estanque rectangular Cuzco,Monuments,PASEO CASTELLANA 167,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
Estanque triple Cuzco,Monuments,PASEO CASTELLANA 137,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
"Mural Capitán Haya, 41",Monuments,CALLE CAPITAN HAYA 41,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2,3
América,Monuments,CALLE GUZMAN EL BUENO 133,203 - San Francisco de Sales,Calle General Ampudia nº 2,8
Britannia,Monuments,C Guzmán el Bueno 133,203 - San Francisco de Sales,Calle General Ampudia nº 2,8
Gallia,Monuments,C Guzmán el Bueno 133,203 - San Francisco de Sales,Calle General Ampudia nº 2,8
